"id","backdrop_path","first_air_date","genre_ids","idDb","name","origin_country","original_language","original_name","overview","popularity","poster_path","vote_average","vote_count","nbr_seasons","nbr_episodes","page"
1,"/q3jHCb4dMfYF6ojikKuHd6LscxC.jpg","2021-06-09","[18,10765]",84958,"Loki","[""US""]","en","Loki","La nouvelle série Disney+ Original des studios Marvel, Loki, se déroule après les événements relatés dans « Avengers: Endgame ». Elle met en scène le dieu de la malice juste après qu’il s'est affranchi de son frère Thor.",3150.287,"/zNwEwSXojMrQapZHQx5fO8iph4R.jpg",8.2,10492,2,12,1
2,"/4w3AZvQMdzOS7oXXrrPnRD59dBr.jpg","2002-11-04","[10767]",569,"Around the Horn","[""US""]","en","Around the Horn","",3121.544,"/jGJUpb4fZPaIs1oyFKn0AGjOq5b.jpg",4.4,5,3,197,1
3,"/l7LRGYJY3NzIGBlpvHpMsNXHbm5.jpg","2023-01-09","[10751,35]",218145,"Mama na prenájom","[""SK""]","sk","Mama na prenájom","",3097.149,"/fH7PP2Rkdlo414IHvZABBHhtoqd.jpg",6.1,8,2,169,1
4,"/218ZehBKlH8efPRRccmB7bu0oLQ.jpg","2023-09-25","[35,9648,10766,18]",219109,"Elas por Elas","[""BR""]","pt","Elas por Elas","",3026.18,"/hCSH5KvSqShWXhFiXr88wtJXwlO.jpg",9.6,5,1,42,1
5,"/9TXcHOeCsM8W3ZKKIKjdYUsRSeq.jpg","2017-07-17","[80,18]",72879,"Demain nous appartient","[""FR""]","fr","Demain nous appartient","La baie de Sète. Une violente explosion. Au milieu du chaos, une mère cherche son fils. Etait-il sur l’un des bateaux qui se sont percutés ? Aurait-il participé à ce qui apparaît très vite comme un meurtre ? Prête à tout pour protéger son enfant, sa vie bascule complètement lorsque l’on retrouve sur une plage le corps d’une femme, sa propre sœur, qu’elle n’a pas revue depuis plus de quinze ans…",2895.836,"/3uU5uJzOX7xe7mn7YKpBM9oiEZO.jpg",6.3,42,1,1554,1
6,"/5AkPhazx8F0Ht74CUdJU03vNzBi.jpg","2014-02-25","[10767]",61818,"Late Night with Seth Meyers","[""US""]","en","Late Night with Seth Meyers","",2568.089,"/x5asOuPOjW21e0Ykkvkuzu1TGEl.jpg",5.5,53,11,1446,1
7,"/69Jblm3seQgiPuPQMrJqg9Nxhaz.jpg","2011-01-10","[10763,10767]",101463,"Al rojo vivo","[""ES""]","es","Al rojo vivo","",2397.774,"/ag6PmoBxkF2s1uY3An618NCEt3g.jpg",3.4,20,14,335,1
8,"/i4n8ZKmCUaxcGMkPhm12selZiff.jpg","2023-06-12","[18,10766]",226411,"Mía es la venganza","[""ES""]","es","Mía es la venganza","",2364.718,"/wysp5AcY9JpLjje5NunKYw7Mrtc.jpg",7,61,1,110,1
9,"/2N4LXvTkUwPRkbvyzdmzvtnCHgR.jpg","2023-07-25","[]",225660,"Pira-Pirasong Paraiso","[""PH""]","tl","Pira-Pirasong Paraiso","",2304.787,"/gELcO56G9EsUj6LSjaDq8VvI8De.jpg",6,22,2,92,1
10,"/hwUQsL1cWt0bmbTxzCompqqvTH9.jpg","2004-01-22","[10764]",82250,"Gran hermano VIP","[""ES""]","es","Gran hermano VIP","",2138.001,"/9269PATr0bmEXKjkpR88mzGmNYI.jpg",4,7,8,264,1
11,"/eWF3oRyL4QWaidN9F4uvM7cBJUV.jpg","2005-10-13","[10766]",206559,"Binnelanders","[""ZA""]","af","Binnelanders","",2134.166,"/v9nGSRx5lFz6KEgfmgHJMSgaARC.jpg",4.9,16,19,4461,1
12,"/72iLiVaagM42DSygSs4xAnXvDzh.jpg","2023-10-02","[16]",233643,"しーくれっとみっしょん～潜入捜査官は絶対に負けない！～","[""JP""]","ja","しーくれっとみっしょん～潜入捜査官は絶対に負けない！～","L'histoire suit deux agents sous couverture, RIko Ikazuchi et son jeune partenaire, Noma, alors qu'ils s'infiltrent dans l'immeuble d'une organisation criminelle, prétendants être jeunes mariés. Toutefois, les suspects commencent à avoir des doutes quant à la nature de leur relation en raison de leurs nuits bien trop calmes. Afin de leur prouver qu'ils sont un couple marié et actif, le duo commence à pimenter leurs nuits… Pour la justice, bien sûr.",2118.75,"/ipqu76qqHiVB2vlK2gGZNwF9SwX.jpg",5.5,9,1,5,1
13,"/mlX6SG7lJ0BiLui5x5Nu4agetBA.jpg","2014-05-26","[10766,18]",82708,"Brugklas","[]","nl","Brugklas","Brugklas est une série néerlandaise pour la jeunesse, dans laquelle des situations réelles sont reconstituées. La série met en lumière des sujets auxquels les élèves de la première année de l'enseignement secondaire peuvent être confrontés.",2100.521,"/6Gr6rggaHHeUKgxEXONRyC66oRG.jpg",5.5,6,12,512,1
14,"/46PJ9taXITt1aXPZTMJXpBw5MlU.jpg","2023-08-21","[]",232937,"Minas de Pasión","[""MX""]","es","Minas de Pasión","",2032.198,"/lLJBisfhikqTD0Cj9a2ZJw5kyOe.jpg",7.4,22,1,60,1
15,"/9xxLWtnFxkpJ2h1uthpvCRK6vta.jpg","1999-09-20","[80,18,9648]",2734,"New York : Unité spéciale","[""US""]","en","Law & Order: Special Victims Unit","Une unité spéciale de la police de New York enquête sur des crimes à connotation sexuelle en prenant en charge les victimes.",2007.471,"/npyBMCzTbjtUZmQ1imOygiw3AaG.jpg",8,3429,24,538,1
16,"/zKBkTNmsNdUjkW4mBBDEh1WwBPP.jpg","2023-08-07","[18,9648]",229947,"우아한 제국","[""KR""]","ko","우아한 제국","",1937.033,"/xIsP0ODLawVkw8BInjJbX1LQFbd.jpg",8.5,2,1,60,1
17,"/aWPhMZ0P2DyfWB7k5NXhGHSZHGC.jpg","2023-05-08","[18,80,10766]",209265,"Terra e Paixão","[""BR""]","pt","Terra e Paixão","",1919.911,"/5kCMJ0vVzN9PsoamKctNnUz68Q2.jpg",6.5,123,1,162,1
18,"/yYNa1nqvNK94xZz3eKyfvZdAvPi.jpg","2020-11-02","[10766]",112470,"Ici tout commence","[""FR""]","fr","Ici tout commence","Cette nouvelle série se déroule dans la prestigieuse école de cuisine du chef étoilé, Auguste Armand. Tandis que les élèves suivent l'apprentissage de la gastronomie, des zones d'ombre et des tensions familiales et professionnelles se révèlent.",1887.91,"/60cqjI590JKXCAABqCStVmSBGET.jpg",6.8,30,1,793,2
19,"/oOce9hLMVFubjAJliau4kiSNPnW.jpg","1990-09-13","[80,18]",549,"New York, police judiciaire","[""US""]","en","Law & Order","À New York, détectives et assistants du procureur tentent de résoudre les affaires les plus délicates. Les uns sur le terrain, les autres devant les tribunaux.",1886.856,"/rXp8dYYdEPLTq8LUbWReOCSkvgt.jpg",7.5,467,22,488,2
20,"/yii7eIlaw1MRMfa7FTA6mW8hBUQ.jpg","2023-08-14","[35,10766]",213026,"Fuzuê","[""BR""]","pt","Fuzuê","",1754.923,"/zNNFg8z3z7uT817n6M0kHRcYwq1.jpg",5.8,20,1,84,2
21,"/k3gglFokJMY7zdaEgaTp4w9Plh3.jpg","2023-10-08","[10764]",236594,"Big Brother: Late and Live","[""GB""]","en","Big Brother: Late and Live","",1737.105,"/lRjcycXVYYaS2ix4TI8ISoivP1B.jpg",0,0,1,36,2
22,"null","2023-10-08","[10764]",237019,"Big Brother: Live Stream","[""GB""]","en","Big Brother: Live Stream","",1722.373,"/sYuUb7W2DyLux7paqF4Oob3z2bF.jpg",0,0,1,40,2
23,"/i8iqYtAy9qcO5RSrA1f6fY1n6SN.jpg","2015-11-16","[10766]",235484,"Suidooster","[""ZA""]","af","Suidooster","",1722.02,"/u4tPY6df9atOne5soyW7vUyRgvD.jpg",6,1,9,1942,2
24,"/5rlCFzqQENsqK9BYyf73cEcXJvD.jpg","2022-05-02","[]",225148,"Alessandro Borghese - Celebrity Chef","[""IT""]","it","Alessandro Borghese - Celebrity Chef","",1717.338,"/4PlmioYT4SpUdqkGxNoKSDOSD08.jpg",0,0,2,120,2
25,"/5MkBAawsj7O9zitVtzMXagyrIBw.jpg","2023-01-30","[18,10766]",217216,"Flor Sem Tempo","[""PT""]","pt","Flor Sem Tempo","",1541.59,"/bclnfDXvx7UydFSk83B258vRRvI.jpg",6.8,47,1,207,2
26,"/dld0di3IPDBQ8zqc0AHT9vFJ5tv.jpg","2022-01-10","[]",154828,"Vandaag Inside","[""NL""]","nl","Vandaag Inside","",1526.808,"/xEFfIcHzlxiYw8e6hXRCqskSKsG.jpg",4.3,6,4,369,2
27,"/3hOxwqn1P2AY0d20VVtxN2f3Lfh.jpg","2006-09-24","[35,10767]",6809,"El hormiguero","[""ES""]","es","El hormiguero","",1446.514,"/j8DmjpFs9sQdPyxlCk33wCmhiSJ.jpg",5.3,22,18,1065,2
28,"/2GflJk6Hm1L3FFVWIvnuOskDFGv.jpg","2023-08-28","[18,9648]",226773,"Senior High","[""PH""]","tl","Senior High","",1362.901,"/k285iD6gZIoLsVSczSjc4WIXkdc.jpg",1,1,2,70,2
29,"/6s3ftX4a1kECPCb1Ewq3GLhVFnn.jpg","2003-09-23","[80,18,10759]",4614,"NCIS : Enquêtes Spéciales","[""US""]","en","NCIS","À la tête de cette équipe du NCIS, qui opère en dehors de la chaîne de commandement militaire, l'agent Special Leroy Jethro Gibbs, un enquêteur qualifié dont les qualités sont d'être intelligent, solide et prêt à contourner les règles pour faire le travail. Travaillant sous les ordres de Gibbs, on retrouve l'agent Anthony DiNozzo, l'agent Abby Sciuto et le Dr Donald ""Ducky"" Mallard. De meurtre en espionnage anti-terrorisme et sous-marins volés, ces agents spéciaux parcourent la planète pour enquêter sur tous les crimes ayant un lien avec Marine ou le Corps de la Marine.",1295.802,"/2exOHePjOTquUsbThPGhuEjYTyA.jpg",7.6,2069,20,457,2
30,"/rj3jBAZwPiOgkwAy1205MAgLahj.jpg","2018-08-27","[10766]",81329,"Un si grand soleil","[""FR""]","fr","Un si grand soleil","Claire revient à Montpellier après 17 ans d’absence, pour faire découvrir sa ville natale à son fils Théo. Mais dès son arrivée, rien ne se passe comme prévu. Seulement quelques heures plus tard, elle est en garde à vue, accusée du meurtre d’un ami d’enfance. Pour se disculper, Claire n’aura d’autre choix que de percer tous les secrets du passé, notamment celui de la mort de sa sœur Angèle.",1248.378,"/v4r70Z5id8eHFCxrfBOtRgu6wLr.jpg",7.4,52,5,1274,2
31,"/7OrV2aAH5Yp7hA9zCCvUloLvZtl.jpg","2013-08-12","[16,10762]",57532,"La Pat'Patrouille","[""US""]","en","PAW Patrol","La Pat’ Patrouille compte six chiots héroïques qui répondent aux noms de Chase, Marcus, Rocky, Ruben, Zuma, et Stella. Ils sont menés par Ryder, un garçon de 10 ans féru de technologie. Tous ensemble, ils vivent des aventures palpitantes pour protéger la communauté de la Grande Vallée. La devise de Ryder ? « Aucune mission n'est trop dure car mes amis, ils assurent ! »",1237.176,"/nw2jRlCbBapEsRAMtsLONBbqXxp.jpg",7,660,10,451,2
32,"/ohJTnu93hJ0Uonl86Wn3mOSlWXN.jpg","2017-02-06","[10751,35,18]",91759,"Come Home Love: Lo and Behold","[""HK""]","cn","愛·回家之開心速遞","Hung Sue Gan partant du bas, a créé sa propre entreprise de logistique, qui fonctionne maintenant bien. Sa seule préoccupation maintenant, ce sont ses trois filles. Sa fille aînée a immigré à l'étranger. Sa deuxième fille, Hung Yeuk Shui, a atteint l'âge du mariage, mais n'a aucun espoir de se marier de si tôt.  Hung Sue Yan, le frère de Hung Sue Gan, emménage avec la famille, mettant temporairement fin à sa vie de photographe nomade. Il rejoint l'entreprise de Hung Yeuk Shui et rencontre Ko Pak Fei, le directeur d'une boutique en ligne. Depuis que Hung Sue Yan a emménagé, une série d'événements étranges se sont produits dans la famille. Après enquête, la source est retrouvée jusqu'à Lung Ging Fung, un jeune homme prometteur qui est le fils du magnat des grands magasins Lung Gam Wai.",1219.15,"/lgD4j9gUGmMckZpWWRJjorWqGVT.jpg",5,31,1,2133,2
33,"/gmECX1DvFgdUPjtio2zaL8BPYPu.jpg","2020-10-03","[16,10759,10765]",95479,"Jujutsu Kaisen","[""JP""]","ja","呪術廻戦","Souffrance, regrets, humiliations... les sentiments négatifs que ressentent les humains se transforment peu à peu en fléaux se cachant dans notre existence. Sévissant dans le monde entier, ils sont capables d'entraîner les gens dans de terribles malheurs et, parfois même, jusqu'à la mort. De plus, ces créatures ne peuvent être exorcisées que par un autre fléau.

Lycéen ordinaire, Yuji Itadori est toutefois doté d'une force physique hors du commun. Un jour, pour sauver un ami attaqué par un fléau, il mange un des doigts du démon à deux visages, devenant à son tour un fléau. Dès lors, il partage son corps avec le démon...",1219.147,"/ZhFzMk2UvUZMvWEsCW5lKXn9tN.jpg",8.6,2884,1,47,2
34,"/ds1n5P0Y92cTh6UpbcA89hxM96a.jpg","2005-03-27","[18]",1416,"Grey's Anatomy","[""US""]","en","Grey's Anatomy","Meredith Grey, fille d'un chirurgien très réputé, commence son internat de première année en médecine chirurgicale dans un hôpital de Seattle. La jeune femme s'efforce de maintenir de bonnes relations avec ses camarades internes, mais dans ce métier difficile la compétition fait rage.",1214.506,"/clnyhPqj1SNgpAdeSS6a6fwE6Bo.jpg",8.3,9600,19,419,2
35,"/kP7pCxfml6erWC9aB72ALtNawJq.jpg","2021-07-09","[10751,35,16]",126824,"Patrick Super Star","[""US""]","en","The Patrick Star Show","Patrick anime sa propre émissions dans sa maison familiale, avec le soutien de toute sa famille.",1186.095,"/gu3ws17jmULz2PioWarCOSdVgd6.jpg",5.7,27,2,60,2
36,"/sFRlpUJEN0y6yV7QK7DQJochbin.jpg","2023-10-16","[18]",216578,"Can't Buy Me Love","[""PH""]","tl","Can't Buy Me Love","",1163.142,"/jCGaLxSOANF44kAQqpA380Md1fq.jpg",0,0,1,150,2
37,"/wU1y7snEVYiJBpZ2k1DjIpHgJbx.jpg","1999-01-31","[16,35]",1434,"Les Griffin","[""US""]","en","Family Guy","La famille Griffin habite à Quahog, charmante petite bourgade américaine. Peter, le père, a érigé la fainéantise en philosophie de vie. Lois, la mère, est à la fois la femme au foyer bonne à tout faire et le cerveau de la famille. Chris, le fils, a hérité de son père ses formes généreuses et ses préoccupations favorites sont manger, surfer sur le web et manger. Megan, la fille, est l'archétype de l'adolescente en crise : elle ne s'aime pas et, en même temps, attend désespérément son prince. Stewie, le petit dernier, a pour ambition de conquérir le monde. Même Brian, le chien, est complètement fou, ou plutôt très intelligent : il parle, philosophe, débat... Bienvenue chez les Griffin !",1155.174,"/7nHl3OHUSTHgslQxJUzNSy9vxqo.jpg",7.3,3934,22,416,3
38,"/urzEsxKKNgCan2mX5z5heXbUyef.jpg","2023-09-28","[10765,10759,18]",205715,"Gen V","[""US""]","en","Gen V","De The Boys est née Génération V, nouvelle série sur la seule université américaine pour super-héros. Ces étudiants doués mettent à l'épreuve leur morale, s'affrontant pour une place au sommet du classement et une chance de rejoindre les Sept, l'équipe de super-héros d'élite de Vought. Quand les secrets de l'école sont révélés, ils doivent choisir à quelle sorte de super-héros ils veulent appartenir.",1149.053,"/iHKmYKwz06eahcJuaG2t8idsJTR.jpg",8,369,1,8,3
39,"/rBF8wVQN8hTWHspVZBlI3h7HZJ.jpg","2013-12-02","[16,35,10765,10759]",60625,"Rick et Morty","[""US""]","en","Rick and Morty","Un brillant inventeur et son petit fils un peu à l'Ouest partent à l'aventure...",1148.741,"/kKsdvIOfWhqw5ZfAepi5EZqhrsP.jpg",8.7,8732,7,71,3
40,"/63XwyHYjIHIm4F8Vg6wyBfDQprc.jpg","2000-10-06","[80,18,9648]",1431,"Les Experts","[""US""]","en","CSI: Crime Scene Investigation","À Las Vegas, un groupe d'experts scientifiques de la police recueille des indices sur les scènes de crime pour résoudre des enquêtes complexes. Un temps conduite par Gil Grissom, un entomologiste qui garde toujours son sang-froid, l'équipe enchaîne les affaires délicates : meurtres sanglants, viols, disparitions, leur taux d'efficacité est impressionnant. D.B. Russell, qui prend la suite des opérations après le départ de Gil Grissom et l'intérim de Raymond Langston, tente de maintenir la réputation d'excellence du service.",1148.216,"/irtL3x4OHPnFcAtNXFlGU3ObMnY.jpg",7.6,1072,15,335,3
41,"/vW16JyrWiB1cW9wWzxhmjVHoqwJ.jpg","2023-03-13","[10766]",217510,"Queridos Papás","[""PT""]","pt","Queridos Papás","",1146.835,"/m1aGGAPvLpWF5cGhkQeZjbpu2nr.jpg",4,4,1,184,3
42,"/qJnjJXBLgG4tummCm792nvNz7u1.jpg","2008-06-03","[10767]",23915,"Markus Lanz","[""DE""]","de","Markus Lanz","",1126.496,"/tr4cLn4ecRASV0SPM9FRv0AJOQF.jpg",6.5,6,16,1871,3
43,"/xl1wGwaPZInJo1JAnpKqnFozWBE.jpg","2014-02-17","[35,10767]",59941,"Le Tonight Show","[""US""]","en","The Tonight Show Starring Jimmy Fallon","Mêlant humour et talk-show, Jimmy Fallon reçoit des personnalités de la musique, du cinéma, ou encore du sport, pour un entretien.",1068.256,"/1g9k0mSogSkkC7aRZlrTvGYMudE.jpg",6,237,11,1253,3
44,"/5GN1gWsoL4DjyIQXnUlqZxOTkYj.jpg","2014-11-10","[10764]",104030,"Objectif Top Chef","[""FR""]","fr","Objectif Top Chef","Des apprentis cuisiniers sont sélectionnés en région et se voient imposer des défis gastronomiques autour de produits locaux. Plusieurs chefs étoilés participent au jury final. Le vainqueur intègre le concours Top Chef réservé aux professionnels.",1060.858,"/7jJKvZgjGPsiM5lkATRBitxtjGJ.jpg",0,0,9,383,3
45,"/ffyxj73OyMEgwS1JiluoYzd3VGb.jpg","2001-09-30","[18]",4601,"New York : Section criminelle","[""US""]","en","Law & Order: Criminal Intent","Une équipe de la police criminelle tentent d'élucider les crimes en essayant de cerner la psychologie des meurtriers.",1053.615,"/sXCZZpL0L5IQazaXY1wm5yTbfdk.jpg",7.6,303,10,195,3
46,"/ugcdRKcOyUMAr9hAsL058cAX2vj.jpg","2001-10-20","[10764]",12409,"Star Academy","[""FR""]","fr","Star Academy","Star Academy est une émission de téléréalité française. Il s'agit d'un concours musical où de jeunes talents suivent des cours axés principalement sur le chant, la danse et l'expression scénique. À la fin de chaque semaine, les jeunes talents participent à un prime en direct et qui se termine en général par l'élimination d'un candidat. Le public vote pour son candidat préféré.",1032.73,"/80BP36meHtHF2UuDBgvAJxgFo5V.jpg",6.4,5,11,224,3
47,"/6UH52Fmau8RPsMAbQbjwN3wJSCj.jpg","2021-03-25","[16,10765,10759,18]",95557,"Invincible","[""US""]","en","Invincible","Après avoir découvert que son père est le super-héros le plus puissant du monde, un ado développe lui aussi des pouvoirs et décide de suivre les traces de son géniteur...",999.607,"/yDWJYRAwMNKbIYT8ZB33qy84uzO.jpg",8.7,3802,2,16,3
48,"null","1950-10-02","[18]",12277,"Lux Video Theatre","[""US""]","en","Lux Video Theatre","",951.45,"null",5.3,3,7,337,3
49,"/7ajRFaUz7dW9IPsGagM8cubXPrB.jpg","2005-09-22","[80,18,9648]",4057,"Esprits criminels","[""US""]","en","Criminal Minds","Le Département des Sciences du Comportement est une section d'élite du FBI, spécialisée en psychologie criminelle. Elle intervient sur les pires scènes de crime des cinquante États américains, et traque les meurtriers en analysant leur comportement afin de pouvoir entrer dans leur esprit et les mettre le plus rapidement possible sous les verrous.

Au sein de cette unité qui évolue au gré des départs et des arrivées, chaque membre de l'équipe apporte son expérience et son expertise pour arrêter les tueurs en série qui sévissent à travers les États-Unis.",936.192,"/h203VCBDTjBOKS7tmgcQqMz5S2Q.jpg",8.3,3443,16,334,3
50,"/w6UrhLiXEMLwI4PFv2I2JEPhLRj.jpg","2023-10-05","[16,10765]",213331,"Berserk of Gluttony","[""JP""]","ja","暴食のベルセルク","Dans un monde où les compétences font tout. Fate Graphite possède l’une des plus inutiles : la Gloutonnerie. Un pouvoir qui agit comme une malédiction puisqu’elle lui procure une faim insatiable. Un jour, alors qu’il exerce son métier de garde du château, il se retrouve embarqué dans une embuscade et tue un voleur. Sa compétence s’active alors et dévore l’âme du malheureux. Désormais capable d’ajouter les statistiques de ses victimes aux siennes, Fate se lance dans une quête de puissance pour protéger celle qu’il aime. Mais tout pouvoir a un coût et la lutte pour ne pas sombrer dans la folie sera longue…",931.342,"/p5rtHwieByHo1NdzOxB3vtVJJnA.jpg",6.1,7,1,12,3
51,"/bYvY3jRcbww3BmgwmYQgyxTCuY1.jpg","2023-10-16","[18]",236287,"羅密歐與祝英台","[""HK""]","cn","羅密歐與祝英台","",918.863,"/jmNtLfpPpvilWt4G5vrOUkIpPAb.jpg",0,0,1,25,3
52,"/n6CnWXRQlgw3mlqHjnOn5Biq7ne.jpg","2011-07-24","[]",58141,"Farma","[""SK""]","sk","Farma","",911.483,"/xuscOJcoS9vMAKFgdiaDtypFg3y.jpg",4.9,7,8,521,3
53,"/mc3rG5M9dFVjMfaCFNfbD5gu2pK.jpg","2005-02-06","[16,35]",1433,"American Dad!","[""US""]","en","American Dad!","Agent de la CIA, Stan Smith est aussi l'époux comblé de la douce Francine et le fier papa de Hayley et Steve. Le tableau est idyllique. Le problème c'est que Stan a une légère tendance à verser dans la paranoïa. Prêt à tout pour défendre son Amérique chérie et ses valeurs conservatrices, il n'hésiterait pas à tirer sur son grille-pain si celui-ci était suspecté de trahison... Rajoutez à cela la présence dans la maison des Smith de Roger, l'alien sarcastique, et de Klaus, le poisson rouge d'origine germanique, et vous aurez le portrait haut en couleurs de ce père américain si parfait !",880.12,"/ILUJLAeT5DzpkqiatqA7djkVaP.jpg",7,1890,20,366,3
54,"/rJFqKcmMSttdNP58l0dVzY2NcTA.jpg","2008-09-23","[80,18,9648]",5920,"Mentalist","[""US""]","en","The Mentalist","Un mentaliste utilise ses extraordinaires dons d'observation pour résoudre des crimes en tant que consultant du CBI. Une façon pour lui de contribuer à la justice et de démasquer le mystérieux tueur en série qui a assassiné son épouse et sa fille...",877.892,"/mArnHiGxJWLuZ6i4onk0x02MmZi.jpg",8.4,3424,7,151,3
55,"/hLi5umdYp8VyoQqPE9QXCUsW0Ps.jpg","2000-07-03","[10764]",911,"कौन बनेगा करोड़पति","[""IN""]","hi","कौन बनेगा करोड़पति","",873.632,"/8srHjzgZq9V9sgsTkIwGARDyADj.jpg",7,25,15,1194,4
56,"/pXbmkAtj71jhb9jMDecJYVGv8Nm.jpg","2005-03-26","[10759,18,10765]",57243,"Doctor Who","[""GB""]","en","Doctor Who","Dernier représentant des Seigneurs du temps et âgé de plus de 900 ans, Le Docteur parcourt l'espace et le temps dans son TARDIS. Amoureux de la race humaine, il se fait régulièrement accompagner par une femme ou un homme. Partagé entre folie et génie, insouciant mais conscient de ses responsabilités, il défendra l'humanité quel que soit le prix à payer.",858.594,"/wj8W1GxULaGcf5X1lpvDqFJE9Zs.jpg",7.5,2668,13,153,4
57,"/nVRyd8hlg0ZLxBn9RaI7mUMQLnz.jpg","2005-09-13","[18,9648,10765]",1622,"Supernatural","[""US""]","en","Supernatural","Deux frères, Sam et Dean Winchester, chasseurs de créatures surnaturelles, sillonnent les États-Unis à bord d'une Chevrolet Impala noire de 1967 et enquêtent sur des phénomènes paranormaux (souvent issus du folklore, des superstitions, mythes et légendes urbaines américaines, mais aussi des monstres surnaturels tels que les fantômes, loups-garous, démons, vampires…).",845.811,"/tkaGDRpGPVikYFdokFOIA6DWDbz.jpg",8.3,6964,15,327,4
72,"/xEtiiv2uhGr9IPgeruuECIfyfin.jpg","2009-03-09","[18,80]",1419,"Castle","[""US""]","en","Castle","Richard Castle est un écrivain à succès spécialisé dans les thrillers. La police s'intéresse de près à lui lorsqu'un tueur copie les meurtres mis en scène dans ses romans. Une fois cette affaire résolue, Castle devient consultant pour la police de New York...",756.569,"/irQElqVbeEGL43ukWSFnkk8UwIR.jpg",8,1650,8,173,4
102,"/ehKbugcV7capCmFkUBcthx8YTXr.jpg","2023-10-08","[]",237243,"Big Brother","[""GB""]","en","Big Brother","",736.635,"/jvM79xdhalEOueokw1VbPzQWGM5.jpg",9.5,2,1,36,5
103,"/tRB52F0AoLvjxZn1TtgoBc4DXnw.jpg","2023-07-25","[]",226742,"Nag-aapoy na Damdamin","[""PH""]","tl","Nag-aapoy na Damdamin","",729.893,"/tFKsun3FtW9nxw1J14T9s7Iemm8.jpg",3.6,5,2,81,5
58,"/2eIlCirgcvEwmCSYh2wDfz5Sxvz.jpg","2013-09-23","[18,80,9648]",46952,"Blacklist","[""US""]","en","The Blacklist","Raymond « Red » Reddington, l’un des fugitifs les plus recherchés par le FBI, se rend en personne au quartier général du FBI à Washington. Il affirme avoir les mêmes intérêts que le FBI : faire tomber des criminels dangereux et des terroristes. Reddington coopérera, mais insiste pour ne parler qu’à Elizabeth Keen, une profileuse inexpérimentée du FBI. Keen s’interroge sur l’intérêt soudain que Reddington lui porte, bien qu’il soutienne que Keen est très spéciale. Après que le FBI a fait tomber un terroriste sur lequel il a fourni des informations, Reddington révèle que ce terroriste n’est que le premier de beaucoup d’autres à venir : durant les deux dernières décennies, il a fait une liste des criminels et terroristes qu'il croit introuvable par le FBI parce que ce dernier ignorait leur existence et que ce sont les plus importants. Reddington l’appelle « La Liste noire » (« The Blacklist »).",827.973,"/jpaB4abN5QhTV5wTJkIDn7gZx3J.jpg",7.6,2863,10,218,4
